Major,Male,Female,Neutral
Natural Resrcs & Environ Sci ,14,22,0
Natural Resrcs & Environ Sci ,18,13,0
Natural Resrcs & Environ Sci ,4,4,0
Horticulture ,3,1,0
Horticulture ,34,19,0
Horticulture ,4,1,0
Finance ,438,202,0
Finance ,40,37,0
Accountancy ,53,49,0
Accountancy ,26,32,0
Accountancy ,42,30,0
Accountancy ,19,23,0
Business Administration ,144,233,0
Business Administration ,33,60,0
Business Administration ,4,1,0
Business Administration ,20,14,0
Business Administration ,20,9,0
Business Administration ,63,33,0
Business Administration ,52,25,0
Business Administration ,0,1,0
Business Administration ,33,10,0
Business Administration (MBA) ,23,7,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,10,0
Early Childhood Education ,0,1,0
Early Childhood Education ,1,11,0
Early Childhood Education ,0,2,0
Early Childhood Education ,2,20,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,8,0
Elementary Education ,0,1,0
Elementary Education ,1,2,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,3,2,0
Elementary Education ,3,16,0
Elementary Education ,3,61,0
Elementary Education ,5,65,0
Elementary Education ,0,2,0
Elementary Education ,1,0,0
Elementary Education ,2,37,0
Elementary Education ,1,13,0
Elementary Education ,0,1,0
Elementary Education ,0,3,0
Elementary Education ,1,43,0
Early Childhood Education ,0,2,0
Elementary Education ,4,19,0
Education ,1,2,0
Secondary & Continuing Educ ,3,5,0
Secondary & Continuing Educ ,3,2,0
Secondary & Continuing Educ ,3,10,0
Secondary & Continuing Educ ,5,1,0
Education ,1,0,0
Secondary & Continuing Educ ,1,0,0
Education ,1,0,0
Education ,28,67,0
Education ,1,0,0
Education ,2,5,0
Education ,0,1,0
Education ,3,3,0
Education ,4,0,0
Education ,0,1,0
Education ,0,1,0
Education ,0,1,0
Education ,1,0,0
Computer Science ,3,0,0
Computer Science ,20,0,0
Mechanical Engineering ,8,1,0
Music Education ,9,37,0
Music Education ,47,57,0
Music Education ,1,5,0
Crafts ,2,6,0
Crafts ,3,2,0
Crafts ,2,8,0
Art and Design ,1,6,0
Art and Design ,4,1,0
Art and Design ,1,3,0
Art and Design ,5,4,0
Art and Design ,2,4,0
Art and Design ,4,2,0
Architecture ,2,1,0
Architecture ,88,47,0
Architecture ,21,20,0
Theatre ,29,41,0
Theatre ,5,3,0
Theatre ,1,3,0
Theatre ,3,5,0
Theatre ,12,21,0
Theatre ,14,4,0
Theatre ,17,16,0
Theatre ,6,4,0
Mathematics ,3,1,0
Mathematics ,5,0,0
Mathematics ,13,13,0
Applied Mathematics ,9,17,0
Biology ,4,2,0
Biology ,5,1,0
Biology ,16,16,0
Biology ,9,9,0
Biology ,24,27,0
Biology ,3,1,0
Economics ,62,18,0
History ,22,21,0
Speech Communication ,1,0,0
Religious Studies ,0,1,0
Religious Studies ,1,1,0
Religious Studies ,0,1,0
English ,5,39,0
Rhetoric ,6,6,0
Rhetoric ,2,2,0
Classics ,0,1,0
Classics ,0,1,0
Classics ,3,1,0
Interdisciplinary ,4,5,0
Interdisciplinary ,0,3,0
Physics ,1,1,0
Statistics ,1,0,0
Statistics ,1,3,0
Geology ,0,1,0
Geology ,1,0,0
Geology ,3,0,0
Comparative Literature ,0,4,0
Geography ,2,0,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
French ,1,2,0
French ,0,1,0
Kinesiology ,24,16,0
Kinesiology ,9,23,0
Leisure Studies ,10,18,0
Leisure Studies ,5,26,0
Leisure Studies ,1,2,0
Leisure Studies ,117,42,0
Community Health ,5,58,0
Community Health ,40,130,0
Community Health ,4,23,0
Library & Information Science ,1,5,0
Library & Information Science ,1,11,0
"Agribusiness, Farm & Financial ",47,32,0
"Agribusiness, Farm & Financial ",54,16,0
"Agribusiness, Farm & Financial ",40,3,1
"Agribusiness, Farm & Financial ",83,28,1
"Intl, Resource, Consumer Econ ",60,36,0
"Intl, Resource, Consumer Econ ",7,10,0
"Intl, Resource, Consumer Econ ",31,23,0
Animal Sciences ,14,10,0
Animal Sciences ,16,93,0
Animal Sciences ,12,15,0
Animal Sciences ,78,243,0
Food Science & Human Nutrition ,20,36,0
Food Science & Human Nutrition ,20,13,0
Food Science & Human Nutrition ,19,63,0
Food Science & Human Nutrition ,2,100,0
Food Science & Human Nutrition ,35,66,0
Agr & Environmental Cmc & Educ ,9,38,0
Agr & Environmental Cmc & Educ ,2,6,0
Agr & Environmental Cmc & Educ ,3,5,0
Agr & Environmental Cmc & Educ ,13,16,0
Human Development & Family St ,6,146,0
Human Development & Family St ,6,62,1
Crop Sciences ,2,0,0
Crop Sciences ,1,0,0
Crop Sciences ,20,3,0
Crop Sciences ,26,1,0
Crop Sciences ,16,10,0
Crop Sciences ,3,8,0
Forestry ,1,0,0
Natural Resrcs & Environ Sci ,7,3,0
Natural Resrcs & Environ Sci ,1,3,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,55,21,0
Natural Resrcs & Environ Sci ,14,1,0
Natural Resrcs & Environ Sci ,11,21,0
Natural Resrcs & Environ Sci ,25,16,0
Natural Resrcs & Environ Sci ,4,6,0
Horticulture ,7,1,0
Horticulture ,31,19,0
Horticulture ,4,2,0
Business Administration (MBA) ,14,6,0
Finance ,64,41,0
Finance ,43,31,2
Accountancy ,97,88,0
Accountancy ,19,21,0
Accountancy ,6,7,1
Accountancy ,26,43,0
Accountancy ,25,28,0
Business Administration ,170,274,0
Business Administration ,36,61,0
Business Administration ,1,1,0
Business Administration ,28,13,0
Business Administration ,22,7,0
Business Administration ,49,23,0
Business Administration ,81,28,0
Business Administration ,3,1,0
Business Administration ,6,2,0
Business Administration ,25,16,0
Business Administration (MBA) ,18,5,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,11,0
Early Childhood Education ,1,4,0
Early Childhood Education ,0,1,0
Early Childhood Education ,1,16,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,8,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,1,0,0
Elementary Education ,1,1,0
Elementary Education ,2,15,0
Elementary Education ,1,57,0
Elementary Education ,5,87,0
Elementary Education ,0,1,0
Elementary Education ,2,39,0
Elementary Education ,1,15,0
Elementary Education ,0,4,0
Elementary Education ,2,52,0
Early Childhood Education ,0,2,0
Elementary Education ,4,10,0
Education ,1,0,0
Secondary & Continuing Educ ,2,3,0
Secondary & Continuing Educ ,5,2,0
Secondary & Continuing Educ ,6,5,0
Secondary & Continuing Educ ,4,2,0
Education ,2,0,0
Education ,0,1,0
Education ,0,1,0
Computer Science ,6,0,0
Computer Science ,7,1,0
Industrial Engineering ,1,1,0
Mechanical Engineering ,13,0,0
Mechanical Engineering ,6,2,0
Music Education ,18,40,0
Music Education ,57,70,0
Music Education ,1,6,0
Crafts ,2,2,0
Crafts ,1,2,0
Crafts ,2,7,0
Art and Design ,0,6,0
Art and Design ,5,1,0
Art and Design ,2,4,0
Art and Design ,6,4,0
Art and Design ,3,2,0
Art and Design ,3,3,0
Architecture ,1,0,0
Architecture ,78,60,0
Architecture ,20,18,1
Theatre ,17,24,0
Theatre ,9,8,0
Theatre ,0,3,0
Theatre ,2,1,0
Theatre ,4,4,0
Theatre ,9,17,0
Theatre ,12,4,0
Theatre ,11,11,0
Theatre ,15,16,0
Theatre ,6,4,0
Mathematics ,6,0,0
Mathematics ,2,0,0
Mathematics ,7,2,0
Mathematics ,22,37,0
Mathematics ,0,1,0
Applied Mathematics ,8,13,0
Biology ,1,1,0
Biology ,3,3,0
Biology ,15,13,0
Biology ,9,8,0
Biology ,6,10,0
Biology ,4,3,0
Biology ,6,3,0
Economics ,59,13,0
Chemistry ,5,6,0
History ,33,41,0
Speech Communication ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,2,3,0
Religious Studies ,0,1,0
English ,14,74,0
English ,1,2,0
Rhetoric ,27,23,0
Rhetoric ,3,2,0
Rhetoric ,7,10,0
Classics ,1,0,0
Classics ,1,3,0
Classics ,2,5,0
International Studies ,0,1,0
Interdisciplinary ,1,2,0
Interdisciplinary ,0,1,0
Interdisciplinary ,18,6,0
Interdisciplinary ,3,1,0
Interdisciplinary ,0,8,0
Physics ,3,3,0
Statistics ,1,0,0
Statistics ,1,1,0
Geology ,2,0,0
Geology ,0,1,0
Geology ,1,4,0
Geology ,7,2,0
Comparative Literature ,0,4,0
Geography ,1,1,0
Geography ,3,0,0
Germanic Lang & Lit ,4,0,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,1,2,0
French ,4,7,0
French ,2,7,0
Kinesiology ,14,39,0
Kinesiology ,25,18,0
Speech & Hearing Science ,0,6,0
Speech & Hearing Science ,2,19,0
Speech & Hearing Science ,1,159,0
Leisure Studies ,15,19,0
Leisure Studies ,8,30,0
Leisure Studies ,1,0,0
Leisure Studies ,114,31,0
"Recreation, Sport, and Tourism ",6,8,0
"Recreation, Sport, and Tourism ",2,7,0
"Recreation, Sport, and Tourism ",33,18,1
Community Health ,11,92,0
Community Health ,50,156,0
Community Health ,3,32,0
Library & Information Science ,0,1,0
Library & Information Science ,2,13,0
"Agribusiness, Farm & Financial ",28,15,0
"Agribusiness, Farm & Financial ",29,9,0
"Agribusiness, Farm & Financial ",22,0,0
"Agribusiness, Farm & Financial ",50,14,1
"Intl, Resource, Consumer Econ ",32,22,0
"Intl, Resource, Consumer Econ ",3,6,0
"Intl, Resource, Consumer Econ ",15,15,0
Agr & Consumer Economics ,21,16,0
Agr & Consumer Economics ,38,21,0
Agr & Consumer Economics ,13,2,0
Agr & Consumer Economics ,46,33,0
Agr & Consumer Economics ,49,28,0
Agr & Consumer Economics ,11,8,0
Agr & Consumer Economics ,13,14,0
Agr & Consumer Economics ,1,0,0
Animal Sciences ,16,5,0
Animal Sciences ,16,93,0
Animal Sciences ,14,19,0
Animal Sciences ,86,243,1
Food Science & Human Nutrition ,13,40,0
Food Science & Human Nutrition ,12,22,0
Food Science & Human Nutrition ,20,64,0
Food Science & Human Nutrition ,3,88,0
Food Science & Human Nutrition ,32,53,0
Technical Systems Management ,0,1,0
Agr & Environmental Cmc & Educ ,6,18,0
Agr & Environmental Cmc & Educ ,0,2,0
Agr & Environmental Cmc & Educ ,1,6,0
Agr & Environmental Cmc & Educ ,9,15,0
Agr & Environmental Cmc & Educ ,7,31,0
Human Development & Family St ,8,135,0
Human Development & Family St ,12,64,0
Crop Sciences ,2,1,0
Crop Sciences ,1,0,0
Crop Sciences ,14,2,0
Crop Sciences ,25,3,0
Crop Sciences ,17,12,0
Crop Sciences ,11,9,0
Natural Resrcs & Environ Sci ,2,0,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,56,22,0
Natural Resrcs & Environ Sci ,10,4,0
Natural Resrcs & Environ Sci ,14,28,0
Natural Resrcs & Environ Sci ,30,22,0
Natural Resrcs & Environ Sci ,4,5,0
Horticulture ,4,0,0
Horticulture ,36,23,0
Horticulture ,2,1,0
Business Administration (MBA) ,14,6,0
Finance ,73,45,0
Accountancy ,120,101,0
Accountancy ,26,25,0
Accountancy ,8,13,1
Accountancy ,32,48,0
Accountancy ,28,10,0
Business Administration ,115,218,0
Business Administration ,29,45,0
Business Administration ,1,0,0
Business Administration ,17,3,0
Business Administration ,18,3,0
Business Administration ,38,14,0
Business Administration ,53,24,0
Business Administration ,41,7,0
Business Administration (MBA) ,74,15,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,13,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,13,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,11,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,3,0
Elementary Education ,1,0,0
Elementary Education ,1,15,0
Elementary Education ,0,50,0
Elementary Education ,9,95,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,4,32,0
Elementary Education ,0,14,0
Elementary Education ,0,6,0
Elementary Education ,0,1,0
Elementary Education ,2,52,0
Elementary Education ,1,8,0
Secondary & Continuing Educ ,1,3,0
Secondary & Continuing Educ ,4,1,0
Secondary & Continuing Educ ,4,8,0
Secondary & Continuing Educ ,1,5,0
Early Childhood Education ,0,1,0
Industrial Engineering ,1,0,0
Computer Science ,3,0,0
Computer Science ,5,0,0
Bioinformatics ,1,2,0
Mechanical Engineering ,2,0,0
Mechanical Engineering ,12,2,0
Music Education ,22,33,0
Music Education ,71,68,1
Music Education ,0,5,0
Crafts ,1,3,0
Crafts ,0,2,0
Crafts ,3,11,0
Art and Design ,1,0,0
Art and Design ,1,3,0
Art and Design ,2,4,0
Art and Design ,4,4,0
Art and Design ,4,1,0
Art and Design ,4,2,0
Architecture ,5,1,0
Architecture ,93,61,0
Architecture ,25,17,0
Theatre ,11,10,0
Theatre ,0,2,0
Theatre ,2,1,0
Theatre ,3,4,0
Theatre ,4,17,0
Theatre ,6,3,0
Theatre ,9,9,0
Theatre ,0,1,0
Theatre ,3,0,0
Theatre ,3,0,0
Theatre ,1,4,0
Theatre ,14,18,0
Theatre ,6,4,0
Theatre ,16,12,0
Mathematics ,0,1,0
Mathematics ,1,0,0
Mathematics ,6,1,0
Mathematics ,1,0,0
Mathematics ,2,1,0
Mathematics ,22,32,0
Mathematics ,0,2,0
Applied Mathematics ,4,5,0
Integrative Biology ,8,7,0
Biology ,1,0,0
Biology ,3,5,0
Biology ,12,16,0
Biology ,7,9,0
Biology ,1,1,0
Biology ,5,14,0
Economics ,62,15,0
Chemistry ,4,4,0
History ,43,43,0
Religious Studies ,3,1,0
English ,12,74,0
English ,0,2,0
Rhetoric ,26,31,0
Rhetoric ,1,1,0
Rhetoric ,2,4,0
Classics ,1,2,0
Classics ,6,5,0
Interdisciplinary ,14,5,0
Interdisciplinary ,1,0,0
Interdisciplinary ,0,9,0
Interdisciplinary ,0,2,0
Physics ,3,2,0
Geology ,0,2,0
Geology ,1,2,0
Geology ,4,1,0
Chemical Engineering ,0,1,0
Comparative Literature ,0,3,0
Comparative Literature ,0,1,0
Geography ,1,1,0
Geography ,3,0,0
Germanic Lang & Lit ,5,0,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,2,1,0
French ,3,6,0
French ,0,1,0
French ,2,7,0
French ,1,0,0
Community Health ,17,104,0
Community Health ,55,157,1
Community Health ,4,36,0
Kinesiology ,11,27,0
Kinesiology ,17,21,0
Speech & Hearing Science ,0,2,0
Speech & Hearing Science ,2,14,0
Speech & Hearing Science ,5,187,1
Leisure Studies ,10,8,0
Leisure Studies ,6,10,0
Leisure Studies ,50,20,0
"Recreation, Sport, and Tourism ",28,23,0
"Recreation, Sport, and Tourism ",10,37,0
"Recreation, Sport, and Tourism ",111,28,1
Library & Information Science ,0,3,0
Library & Information Science ,1,8,0
"Agribusiness, Farm & Financial ",16,8,0
"Agribusiness, Farm & Financial ",10,2,0
"Agribusiness, Farm & Financial ",10,0,0
"Agribusiness, Farm & Financial ",25,7,1
"Intl, Resource, Consumer Econ ",13,8,0
"Intl, Resource, Consumer Econ ",2,5,0
"Intl, Resource, Consumer Econ ",11,7,0
Agr & Consumer Economics ,34,22,0
Agr & Consumer Economics ,68,30,0
Agr & Consumer Economics ,21,2,0
Agr & Consumer Economics ,93,49,0
Agr & Consumer Economics ,85,39,0
Agr & Consumer Economics ,14,5,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,22,13,0
Agr & Consumer Economics ,13,6,0
Animal Sciences ,11,6,0
Animal Sciences ,13,83,0
Animal Sciences ,18,15,0
Animal Sciences ,80,283,1
Bioinformatics ,0,1,0
Food Science & Human Nutrition ,22,45,0
Food Science & Human Nutrition ,13,21,0
Food Science & Human Nutrition ,26,67,0
Food Science & Human Nutrition ,3,75,0
Food Science & Human Nutrition ,21,58,0
Agr & Environmental Cmc & Educ ,1,6,0
Agr & Environmental Cmc & Educ ,0,6,0
Agr & Environmental Cmc & Educ ,8,13,0
Agr & Environmental Cmc & Educ ,10,38,0
Human Development & Family St ,5,124,0
Human Development & Family St ,6,60,0
Crop Sciences ,2,1,0
Crop Sciences ,15,2,0
Crop Sciences ,19,2,0
Crop Sciences ,14,11,0
Crop Sciences ,6,6,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,40,32,1
Natural Resrcs & Environ Sci ,11,4,0
Natural Resrcs & Environ Sci ,9,26,0
Natural Resrcs & Environ Sci ,18,26,0
Natural Resrcs & Environ Sci ,6,6,0
Horticulture ,1,2,0
Horticulture ,37,17,0
Horticulture ,1,1,0
Business Administration (MBA) ,78,28,0
Finance ,61,53,0
Accountancy ,115,98,1
Accountancy ,1,0,0
Accountancy ,8,5,3
Accountancy ,28,42,0
Accountancy ,17,11,0
Business Administration ,67,123,0
Business Administration ,21,35,0
Business Administration ,1,0,0
Business Administration ,9,3,0
Business Administration ,21,9,0
Business Administration ,30,15,0
Business Administration ,1,0,0
Management ,3,3,0
Management ,0,1,0
Management ,1,1,0
Management ,0,1,0
Management ,3,1,0
Management ,1,3,0
Business Administration ,37,11,0
Business Administration (MBA) ,85,19,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,15,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,9,1
Early Childhood Education ,0,6,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,16,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,1,0,0
Elementary Education ,0,1,0
Elementary Education ,2,13,0
Elementary Education ,1,55,0
Elementary Education ,7,70,0
Elementary Education ,0,1,0
Elementary Education ,3,33,0
Elementary Education ,1,9,0
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,0,1,0
Elementary Education ,2,49,0
Elementary Education ,0,10,0
Secondary & Continuing Educ ,1,2,0
Secondary & Continuing Educ ,3,1,0
Secondary & Continuing Educ ,4,4,0
Secondary & Continuing Educ ,2,4,0
Early Childhood Education ,0,1,0
Computer Science ,3,1,0
Computer Science ,5,0,0
Bioinformatics ,2,1,0
Mechanical Engineering ,11,1,0
Mechanical Engineering ,13,1,0
Materials Science & Engr ,1,0,0
Music Education ,27,30,0
Music Education ,72,68,0
Music Education ,2,6,0
Crafts ,2,6,0
Crafts ,2,9,0
Art and Design ,0,1,0
Art and Design ,2,4,0
Art and Design ,1,4,0
Art and Design ,5,4,0
Art and Design ,3,2,0
Art and Design ,4,2,0
Architecture ,1,2,0
Architecture ,96,54,0
Architecture ,21,17,0
Theatre ,6,5,0
Theatre ,0,1,0
Theatre ,2,4,0
Theatre ,4,17,0
Theatre ,3,0,0
Theatre ,19,20,0
Theatre ,3,0,0
Theatre ,5,0,0
Theatre ,1,4,0
Theatre ,12,23,0
Theatre ,6,4,0
Theatre ,9,14,0
Anthropology ,1,4,0
Anthropology ,0,1,0
Mathematics ,1,0,0
Mathematics ,1,0,0
Mathematics ,4,4,0
Mathematics ,1,0,0
Mathematics ,2,1,0
Mathematics ,20,40,0
Applied Mathematics ,4,8,0
"Earth Systems, Env, & Society ",1,3,0
Integrative Biology ,14,17,0
Biology ,1,1,0
Biology ,7,7,0
Biology ,7,9,0
Biology ,8,7,0
Biology ,0,1,0
Biology ,5,18,0
Biology ,0,2,0
Economics ,38,27,0
Chemistry ,0,1,0
Chemistry ,4,6,0
Molecular and Cellular Biology ,13,17,0
History ,52,42,0
History ,0,1,0
Religious Studies ,3,3,0
Religious Studies ,2,1,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,0,1,0
English ,19,70,0
English ,1,0,0
Rhetoric ,42,54,0
Rhetoric ,0,1,0
Classics ,0,1,0
Classics ,2,3,0
Classics ,1,0,0
Classics ,6,7,0
Classics ,0,1,0
Classics ,0,1,0
Interdisciplinary ,15,8,0
Interdisciplinary ,2,17,0
Interdisciplinary ,0,1,0
Physics ,3,4,0
Geology ,0,1,0
Geology ,2,2,0
Geology ,6,5,0
Chemical Engineering ,4,4,0
Comparative Literature ,3,7,0
Geography ,2,0,0
Germanic Lang & Lit ,3,2,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,2,2,0
Germanic Lang & Lit ,1,0,0
French ,6,7,0
French ,0,1,0
French ,4,10,0
Community Health ,18,123,0
Community Health ,58,177,0
Community Health ,6,46,0
Kinesiology ,7,21,0
Kinesiology ,27,14,0
Speech & Hearing Science ,0,1,0
Speech & Hearing Science ,2,10,0
Speech & Hearing Science ,6,173,0
Leisure Studies ,2,0,0
Leisure Studies ,0,2,0
Leisure Studies ,7,2,0
"Recreation, Sport, and Tourism ",28,27,0
"Recreation, Sport, and Tourism ",12,46,0
"Recreation, Sport, and Tourism ",137,45,0
VMS - Veterinary Biosciences ,1,0,0
Library & Information Science ,0,4,0
Library & Information Science ,0,1,0
Bioinformatics ,2,2,0
"Agribusiness, Farm & Financial ",6,3,0
"Agribusiness, Farm & Financial ",3,0,0
"Agribusiness, Farm & Financial ",3,0,0
"Agribusiness, Farm & Financial ",10,1,0
"Intl, Resource, Consumer Econ ",3,2,0
"Intl, Resource, Consumer Econ ",1,3,0
"Intl, Resource, Consumer Econ ",4,3,0
Agr & Consumer Economics ,33,25,0
Agr & Consumer Economics ,60,34,0
Agr & Consumer Economics ,25,2,0
Agr & Consumer Economics ,103,55,0
Agr & Consumer Economics ,80,35,0
Agr & Consumer Economics ,13,13,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,15,11,0
Agr & Consumer Economics ,22,16,0
Agr & Consumer Economics ,38,9,0
Animal Sciences ,9,8,0
Animal Sciences ,10,86,0
Animal Sciences ,15,13,0
Animal Sciences ,72,289,1
Food Science & Human Nutrition ,27,53,0
Food Science & Human Nutrition ,8,14,0
Food Science & Human Nutrition ,23,67,0
Food Science & Human Nutrition ,1,70,0
Food Science & Human Nutrition ,20,63,0
Agr & Environmental Cmc & Educ ,1,4,0
Agr & Environmental Cmc & Educ ,0,4,0
Agr & Environmental Cmc & Educ ,2,16,0
Agr & Environmental Cmc & Educ ,10,37,0
Human Development & Family St ,5,137,0
Human Development & Family St ,2,56,1
Crop Sciences ,1,0,0
Crop Sciences ,14,4,0
Crop Sciences ,24,4,0
Crop Sciences ,12,9,0
Crop Sciences ,4,4,0
Bioinformatics ,1,1,0
Natural Resrcs & Environ Sci ,31,24,0
Natural Resrcs & Environ Sci ,13,3,0
Natural Resrcs & Environ Sci ,18,29,0
Natural Resrcs & Environ Sci ,18,20,0
Natural Resrcs & Environ Sci ,8,6,0
Horticulture ,2,2,0
Horticulture ,30,19,0
Business Administration (MBA) ,65,30,0
Accountancy ,13,14,1
Accountancy ,31,67,0
Accountancy ,17,15,0
Business Administration ,37,72,0
Business Administration ,12,18,0
Business Administration ,1,0,0
Business Administration ,1,0,0
Business Administration ,8,3,0
Business Administration ,24,8,0
Business Administration ,1,0,0
Management ,11,6,0
Management ,2,7,0
Management ,12,18,0
Management ,4,2,0
Management ,14,16,0
Management ,3,4,0
