Term,Major,Concentration,Total,Male,Female,Neutral
120118,Food Science & Human Nutrition ,Human Nutrition ,6,0,6,0
120118,Food Science & Human Nutrition ,Professional Science Masters ,10,2,8,0
120118,Food Science & Human Nutrition ,Food Science ,11,3,8,0
120118,Food Science & Human Nutrition ,Human Nutrition ,5,1,4,0
120118,Technical Systems Management ,Professional Science Masters ,4,3,1,0
120118,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,18,6,12,0
120118,Agr & Environmental Cmc & Educ ,Agricultural Education ,22,7,15,0
120118,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",38,6,32,0
120118,Human Development & Family St ,Child and Adolescent Dev ,147,9,138,0
120118,Human Development & Family St ,Family Studies ,70,7,63,0
120118,Human & Community Development ,Human Development & Family St ,8,3,5,0
120118,Crop Sciences ,Agroecology ,3,2,1,0
120118,Crop Sciences ,Crops ,22,19,3,0
120118,Crop Sciences ,Crop Agribusiness ,38,30,8,0
120118,Crop Sciences ,Plant Biotech & Molecular Bio ,26,17,9,0
120118,Crop Sciences ,Biological Sciences ,3,3,0,0
120118,Crop Sciences ,Integrated Pest Management ,1,0,1,0
120118,Horticulture ,Horticulture Science ,4,3,1,0
120118,Horticulture ,Horticulture Science ,1,1,0,0
120118,Horticulture ,Production and Management ,16,10,6,0
120118,Horticulture ,Production and Management ,9,6,3,0
120118,Horticulture ,Specialty Crops ,3,1,2,0
120118,Bioinformatics ,Crop Science ,6,4,2,0
120118,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,42,21,21,0
120118,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,18,9,9,0
120118,Natural Resrcs & Environ Sci ,Forest Science ,3,3,0,0
120118,Natural Resrcs & Environ Sci ,Human Dimensions ,6,2,4,0
120118,Natural Resrcs & Environ Sci ,Resource Ecology ,7,6,1,0
120118,Natural Resrcs & Environ Sci ,Soil and Water Science ,4,3,1,0
120118,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,56,27,29,0
120118,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,77,36,41,0
120118,Natural Resrcs & Environ Sci ,Globl Chg & Landscape Dynamics ,21,14,7,0
120118,Business Administration (MBA) ,MBA ,80,60,20,0
120118,Accountancy ,Taxation ,1,0,1,0
120118,Business Administration ,Organizational Administration ,1,1,0,0
120118,Management ,Entrepreneurship ,25,17,8,0
120118,Management ,Entrepreneurship ,8,4,4,0
120118,Management ,International Business ,37,20,17,0
120118,Management ,International Business ,13,4,9,0
120118,Management ,General Management ,52,30,22,0
120118,Management ,General Management ,14,1,13,0
120118,Business Administration (MBA) ,Executive Program ,47,34,13,0
120118,Early Childhood Education ,ECh: Geography ,1,0,1,0
120118,Early Childhood Education ,ECh: History ,4,0,4,0
120118,Early Childhood Education ,ECh: Language arts ,9,0,9,0
120118,Early Childhood Education ,ECh: Linguistics ,2,0,2,0
120118,Early Childhood Education ,ECh: Mathematics ,6,0,6,0
120118,Early Childhood Education ,ECh: Psychology ,7,0,7,0
120118,Early Childhood Education ,ECh: Sociology ,3,0,3,0
120118,Early Childhood Education ,ECh: Spanish ,6,0,6,0
120118,Elementary Education ,EIEd: Anthropology ,1,0,1,0
120118,Elementary Education ,EIEd: Earth Science ,1,0,1,0
120118,Elementary Education ,EIEd: Geography ,1,0,1,0
120118,Elementary Education ,EIEd: History ,11,2,9,0
120118,Elementary Education ,EIEd: Language Arts ,68,3,65,0
120118,Elementary Education ,EIEd: Mathematics ,100,8,92,0
120118,Elementary Education ,EIEd: Music ,3,0,3,0
120118,Elementary Education ,EIEd: Philosophy ,1,0,0,1
120118,Elementary Education ,EIEd: Political Science ,1,0,1,0
120118,Elementary Education ,ElEd: Psychology ,14,0,14,0
120118,Elementary Education ,ElEd: Sociology ,7,0,7,0
120118,Elementary Education ,EIEd: Theatre ,2,0,2,0
120118,Elementary Education ,EIEd: French ,4,0,4,0
120118,Elementary Education ,EIEd: Spanish ,35,4,31,0
120118,Elementary Education ,General Sciences ,14,1,13,0
120118,Elementary Education ,ESL/Bilingual Education ,10,1,9,0
120118,Elementary Education ,Elementary Ed - Cert ,8,1,7,0
120118,Secondary Education ,English ,3,1,2,0
120118,Secondary Education ,Social Studies ,2,0,2,0
120118,Secondary Education ,Sciences ,1,0,1,0
120118,Ed Organization and Leadership ,Educational Admin & Leadership ,3,2,1,0
120118,Ed Organization and Leadership ,Higher Education ,4,2,2,0
120118,Ed Organization and Leadership ,Educational Admin & Leadership ,6,5,1,0
120118,Human Resource Education ,Human Resource Development ,3,1,2,0
120118,Ed Organization and Leadership ,Higher Education ,24,6,18,0
120118,Ed Organization and Leadership ,Educational Admin & Leadership ,24,5,19,0
120118,Human Resource Education ,Human Resource Development ,25,7,18,0
120118,Ed Organization and Leadership ,Higher Education ,2,2,0,0
120118,Human Resource Education ,Human Resource Development ,7,3,4,0
120118,Ed Organization and Leadership ,Higher Education ,4,1,3,0
120118,Human Resource Education ,Human Resource Development ,23,14,9,0
120118,Agricultural Engineering ,Food & Bioprocess Engineering ,2,1,1,0
120118,Agricultural & Biological Engr ,Food & Bioprocess Engineering ,2,1,1,0
120118,Agricultural & Biological Engr ,Biological Engineering ,1,0,1,0
120118,Computer Science ,CS:BS/MS Program ,14,13,1,0
120118,Computer Science ,CS:BS/MS Program ,4,3,1,0
120118,Bioinformatics ,Computer Science ,2,1,1,0
120118,Mechanical Engineering ,BS/MS Mechanical Engineering ,1,1,0,0
120118,Mechanical Engineering ,BS/MS Mechanical Engineering ,3,3,0,0
120118,Materials Science & Engr ,Ceramics ,9,7,2,0
120118,Materials Science & Engr ,Electronic Materials ,14,11,3,0
120118,Materials Science & Engr ,Metals ,10,8,2,0
120118,Materials Science & Engr ,Biomaterials ,9,6,3,0
120118,Materials Science & Engr ,Polymer ,15,11,4,0
120118,Materials Science & Engr ,BS/MS Materials Science & Eng ,4,3,1,0
120118,Nuclear Engineering ,"Power, Safety, and the Environ ",33,27,6,0
120118,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,8,7,1,0
120118,"Nuclear, Plasma, Radiolgc Engr ","Power, Safety, and the Environ ",50,44,6,0
120118,"Nuclear, Plasma, Radiolgc Engr ",Plasma and Fusion Sci and Engr ,15,13,2,0
120118,"Nuclear, Plasma, Radiolgc Engr ","Radiol, Medical, & Instr Apps ",6,4,2,0
120118,Music ,Choral Music ,10,4,6,0
120118,Music ,Performance and Literature ,127,46,80,1
120118,Music ,Music Composition ,20,15,5,0
120118,Music ,Vocal Coaching & Accompanying ,6,2,4,0
120118,Music ,Jazz Performance ,22,22,0,0
120118,Music Education ,Choral Music ,41,11,30,0
120118,Music Education ,Instrumental Music ,128,63,65,0
120118,Music Education ,Elementary General Music ,4,3,1,0
120118,Music ,Performance and Literature ,54,21,33,0
120118,Music ,Music Composition ,4,1,3,0
120118,Music ,Musicology ,6,5,1,0
120118,Music ,Piano Pedagogy ,8,2,6,0
120118,Music ,Instrumental Conducting (Band) ,2,2,0,0
120118,Music ,Instrumental Conducting (Orch) ,5,4,1,0
120118,Music ,Vocal Coaching & Accompanying ,2,0,2,0
120118,Music ,Jazz Performance ,16,14,2,0
120118,Crafts ,Ceramics ,4,2,2,0
120118,Crafts ,Metals ,8,0,8,0
120118,Art and Design ,Graphic Design ,2,1,1,0
120118,Art and Design ,Industrial Design ,9,6,3,0
120118,Art and Design ,Metals ,6,2,4,0
120118,Art and Design ,Painting ,9,4,5,0
120118,Art and Design ,Photography ,3,2,1,0
120118,Art and Design ,Sculpture ,5,1,4,0
120118,Landscape Architecture ,Five-Year Program ,71,36,35,0
120118,Architecture ,Architecture - 2 Yr ,171,106,65,0
120118,Architecture ,Architecture Track 3 ,34,19,15,0
120118,Theatre ,Stage Management ,8,3,5,0
120118,Theatre ,Theatre Studies ,23,7,16,0
120118,Theatre ,Acting ,27,14,13,0
120118,Theatre ,Costume Design and Technology ,2,0,2,0
120118,Theatre ,Scenic Technology ,3,3,0,0
120118,Theatre ,Lighting Design ,6,5,1,0
120118,Theatre ,Sound Design and Technology ,3,3,0,0
120118,Theatre ,Scenic Design ,3,1,2,0
120118,Theatre ,Design and Technology ,22,12,10,0
120118,Theatre ,Acting ,9,6,3,0
120118,Theatre ,Theatre Foundations ,46,13,33,0
120118,Media and Cinema Studies ,Cinema Studies ,36,22,14,0
120118,Media and Cinema Studies ,Media Studies ,46,16,30,0
120118,Agricultural Communications ,Advertising ,3,0,3,0
120118,Agricultural Communications ,News-Editorial Journalism ,4,0,4,0
120118,Anthropology ,Socioculturl & Linguistic Anth ,7,3,4,0
120118,Anthropology ,Socioculturl & Linguistic Anth ,1,1,0,0
120118,Mathematics ,Operations Research ,2,2,0,0
120118,Mathematics ,Applied Mathematics ,11,7,4,0
120118,Mathematics ,Applied Mathematics ,2,1,1,0
120118,Mathematics ,Graduate Preparation ,4,1,3,0
120118,Mathematics ,Mathematics Teaching Option ,70,26,44,0
120118,Applied Mathematics ,Actuarial Science ,15,8,7,0
120118,"Earth Systems, Env, & Society ",Society and the Environment ,39,22,17,0
120118,"Earth Systems, Env, & Society ",Society and the Environment ,3,0,3,0
120118,"Earth Systems, Env, & Society ",Science of the Earth System ,36,21,15,0
120118,"Earth Systems, Env, & Society ",Science of the Earth System ,1,0,1,0
120118,"Earth, Society, & Environment ",Society and the Environment ,11,7,4,0
120118,"Earth, Society, & Environment ",Society and the Environment ,1,0,1,0
120118,"Earth, Society, & Environment ",Science of the Earth System ,8,5,3,0
120118,E Asian Languages & Cultures ,Teaching East Asian Languages ,1,0,1,0
120118,Plant Biology ,Professional Science Masters ,3,2,1,0
120118,Integrative Biology ,Honors Integrative Biology ,40,19,21,0
120118,Integrative Biology ,Honors Integrative Biology ,4,2,2,0
120118,Biology ,"Ecology, Ethology, Evolution ",2,1,1,0
120118,Biology ,"Ecology, Ethology, Evolution ",14,7,7,0
120118,Biology ,Ecology & Evolutionary Biology ,5,0,5,0
120118,Biology ,Physiol & Molec Plant Biology ,3,2,1,0
120118,Biology ,Biology Teacher Educ Option ,8,4,4,0
120118,Economics ,Policy Economics ,149,86,63,0
120118,Chemistry ,Environmental Chemistry ,4,2,2,0
120118,Chemistry ,Chemistry Teaching Option ,14,8,6,0
120118,Molecular and Cellular Biology ,Honors ,62,35,27,0
120118,Molecular and Cellular Biology ,Honors ,8,3,5,0
120118,History ,Teaching of Social Studies ,3,3,0,0
120118,History ,Social Science: History Tchng ,69,42,27,0
120118,Religious Studies ,Christianity ,1,0,1,0
120118,Religious Studies ,Islam ,2,0,2,0
120118,Religion ,Christianity ,3,2,1,0
120118,Religion ,Judaica ,1,1,0,0
120118,Religion ,Philosophy of Religion ,1,1,0,0
120118,Religion ,Asian Religions ,1,1,0,0
120118,English ,English Teaching Option ,90,21,69,0
120118,English ,English Teaching Option ,1,0,1,0
120118,Rhetoric ,Creative Writing ,93,45,48,0
120118,Rhetoric ,Creative Writing ,10,3,7,0
120118,English ,Medieval Studies ,1,0,1,0
120118,Classics ,Greek ,1,1,0,0
120118,Classics ,Latin ,4,1,3,0
120118,Classics ,Classical Civilization ,3,2,1,0
120118,Interdisciplinary ,Renaissance Studies ,1,0,1,0
120118,Interdisciplinary ,Cinema Studies ,4,4,0,0
120118,Interdisciplinary ,Gender and Women's Studies ,1,0,1,0
120118,Physics ,Physics Teaching Option ,8,7,1,0
120118,Statistics ,Applied ,1,1,0,0
120118,Statistics ,Analytics ,13,6,7,0
120118,Geology ,Geophysics ,3,2,1,0
120118,Geology ,Environmental Geology ,4,4,0,0
120118,Geology ,Teaching of Earth Science ,1,0,1,0
120118,Geology ,Earth & Environmental Sciences ,3,1,2,0
120118,Chemical Engineering ,Biomolecular Engineering ,13,10,3,0
120118,Political Science ,Civic Leadership ,9,3,6,0
120118,Comparative Literature ,World Literature ,4,1,2,1
120118,Linguistics ,Hebrew Language & Linguistics ,2,1,1,0
120118,Geography ,Human Geography ,3,2,1,0
120118,Geography ,Physical Geography ,2,1,1,0
120118,Geography ,Geographic Information Science ,2,1,1,0
120118,Germanic Lang & Lit ,German and Commercial Studies ,1,0,1,0
120118,Germanic Lang & Lit ,Language and Literature ,1,0,1,0
120118,Germanic Lang & Lit ,Language and Literature ,1,0,1,0
120118,Germanic Lang & Lit ,Language Studies ,1,1,0,0
120118,Germanic Lang & Lit ,Modern German Studies ,1,0,1,0
120118,French ,French Commercial Studies ,5,3,2,0
120118,French ,French Studies ,13,5,8,0
120118,Community Health ,Health Education ,142,24,117,1
120118,Community Health ,Health Planning & Admin ,243,66,176,1
120118,Community Health ,Rehab & Disability Studies ,92,27,65,0
120118,Kinesiology ,Teacher Education K-12 ,27,18,9,0
120118,Speech & Hearing Science ,Human Communication Science ,2,0,2,0
120118,Speech & Hearing Science ,Audiology ,11,1,10,0
120118,Speech & Hearing Science ,Speech-Language Pathology ,169,7,162,0
120118,"Recreation, Sport, and Tourism ",Recreation Management ,32,10,22,0
120118,"Recreation, Sport, and Tourism ",Tourism Management ,44,11,33,0
120118,"Recreation, Sport, and Tourism ",Sports Management ,92,76,16,0
120118,"Recreation, Sport, and Tourism ",Sport Management ,82,65,17,0
120118,Health ,Health and Aging ,17,1,16,0
120118,Health ,Health Behavior Change ,43,14,29,0
120118,Health ,Health Diversity ,21,2,19,0
120118,Veterinary Medicine ,Vet Biosciences Res Scholars ,1,0,1,0
120118,Veterinary Medicine ,Vet Pathobiology Res Scholars ,1,0,1,0
120118,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,2,2,0,0
120118,Social Work ,Health Care ,25,0,25,0
120118,Social Work ,Mental Health ,78,19,59,0
120118,Social Work ,School Social Work ,58,4,54,0
120118,Social Work ,"Advocacy, Ldrshp, Socl Change ",17,1,16,0
120118,Social Work ,"Children, Youth, Family Svcs ",40,6,34,0
120118,Library & Information Science ,Digital Libraries ,1,0,1,0
120118,Bioinformatics ,Library & Information Science ,3,3,0,0
120128,Bioenergy ,Professional Science Masters ,9,7,2,0
120128,Agricultural Production ,Professional Science Masters ,8,4,4,0
120128,Agric Leadership & Sci Educ ,Agricultural Science Education ,18,8,10,0
120128,Agric Leadership & Sci Educ ,Agricultural Leadership Educ ,25,14,11,0
120128,Agr & Consumer Economics ,Agri-Accounting ,93,50,43,0
120128,Agr & Consumer Economics ,Agri-Finance ,9,6,3,0
120128,Agr & Consumer Economics ,Farm Management ,21,19,2,0
120128,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,142,107,35,0
120128,Agr & Consumer Economics ,Consumer Economics & Finance ,107,79,28,0
120128,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,28,20,8,0
120128,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",42,21,21,0
120128,Agr & Consumer Economics ,Public Policy and Law ,43,20,23,0
120128,Agr & Consumer Economics ,Financial Planning ,77,44,33,0
120128,Agr & Consumer Economics ,Finance in Agri-Business ,69,52,17,0
120128,Animal Sciences ,"Companion,Rec,Lab An Sci ",7,1,6,0
120128,Animal Sciences ,Food Animal Science ,3,2,1,0
120128,Animal Sciences ,"Science, Biotech & Pre-VetMed ",17,2,15,0
120128,Animal Sciences ,Technology and Management ,22,11,11,0
120128,Animal Sciences ,Companion Animal & Equine Sci ,88,13,75,0
120128,Animal Sciences ,"Science, Pre-Vet Med and Med ",361,61,300,0
120128,Bioinformatics ,Animal Science ,1,1,0,0
120128,Food Science & Human Nutrition ,Food Science ,129,42,87,0
120128,Food Science & Human Nutrition ,Food Industry and Business ,14,6,8,0
120128,Food Science & Human Nutrition ,Human Nutrition ,112,16,96,0
120128,Food Science & Human Nutrition ,Dietetics ,96,6,90,0
120128,Food Science & Human Nutrition ,Hospitality Management ,78,28,50,0
120128,Food Science & Human Nutrition ,Food Science ,27,6,21,0
120128,Food Science & Human Nutrition ,Human Nutrition ,8,0,8,0
120128,Food Science & Human Nutrition ,Professional Science Masters ,13,3,10,0
120128,Food Science & Human Nutrition ,Food Science ,17,7,10,0
120128,Food Science & Human Nutrition ,Human Nutrition ,9,1,8,0
120128,Technical Systems Management ,Professional Science Masters ,7,6,1,0
120128,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",19,4,15,0
120128,Human Development & Family St ,Child and Adolescent Dev ,158,14,144,0
120128,Human Development & Family St ,Family Studies ,66,6,60,0
120128,Human & Community Development ,Human Development & Family St ,10,3,7,0
120128,Crop Sciences ,Agroecology ,1,0,1,0
120128,Crop Sciences ,Crops ,29,23,6,0
120128,Crop Sciences ,Crop Agribusiness ,43,38,5,0
120128,Crop Sciences ,Plant Biotech & Molecular Bio ,33,22,11,0
120128,Crop Sciences ,Biological Sciences ,6,4,2,0
120128,Crop Sciences ,Integrated Pest Management ,1,1,0,0
120128,Horticulture ,Horticulture Science ,2,1,1,0
120128,Horticulture ,Horticulture Science ,1,1,0,0
120128,Horticulture ,Production and Management ,2,1,1,0
120128,Horticulture ,Production and Management ,3,3,0,0
120128,Horticulture ,Sustainable Landscapes ,7,3,4,0
120128,Horticulture ,Specialty Crops ,19,12,7,0
120128,Bioinformatics ,Crop Science ,6,2,4,0
120128,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,38,23,15,0
120128,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,21,16,5,0
120128,Natural Resrcs & Environ Sci ,Human Dimensions ,2,0,2,0
120128,Natural Resrcs & Environ Sci ,Resource Ecology ,2,1,1,0
120128,Natural Resrcs & Environ Sci ,Soil and Water Science ,2,1,1,0
120128,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,73,30,43,0
120128,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,77,43,34,0
120128,Natural Resrcs & Environ Sci ,Globl Chg & Landscape Dynamics ,25,11,14,0
120128,Business Administration (MBA) ,MBA ,104,73,31,0
120128,Accountancy ,Taxation ,2,0,2,0
120128,Business Administration ,Organizational Administration ,1,1,0,0
120128,Management ,Entrepreneurship ,16,9,7,0
120128,Management ,Entrepreneurship ,5,1,4,0
120128,Management ,International Business ,29,12,17,0
120128,Management ,International Business ,14,4,10,0
120128,Management ,General Management ,35,20,15,0
120128,Management ,General Management ,12,4,8,0
120128,Business Administration (MBA) ,Executive Program ,60,44,16,0
120128,Early Childhood Education ,ECh: Anthropology ,1,0,1,0
120128,Early Childhood Education ,ECh: Geography ,2,0,2,0
120128,Early Childhood Education ,ECh: History ,2,0,2,0
120128,Early Childhood Education ,ECh: Language arts ,4,0,4,0
120128,Early Childhood Education ,ECh: Linguistics ,4,1,3,0
120128,Early Childhood Education ,ECh: Mathematics ,3,0,3,0
120128,Early Childhood Education ,ECh: Psychology ,4,0,4,0
120128,Early Childhood Education ,ECh: Sociology ,3,0,3,0
120128,Early Childhood Education ,ECh: Spanish ,6,0,6,0
120128,Elementary Education ,EIEd: Anthropology ,1,0,1,0
120128,Elementary Education ,EIEd: Biology ,1,0,1,0
120128,Elementary Education ,EIEd: Earth Science ,1,0,1,0
120128,Elementary Education ,EIEd: History ,12,3,9,0
120128,Elementary Education ,EIEd: Language Arts ,65,3,62,0
120128,Elementary Education ,EIEd: Mathematics ,88,9,79,0
120128,Elementary Education ,EIEd: Music ,2,0,2,0
120128,Elementary Education ,EIEd: Political Science ,1,0,1,0
